City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
209,arraial do cabo,-22.9661,-42.0278,297.13,69,40,4.63,BR,1702244291
210,yuzhno-kurilsk,44.0306,145.8556,273.91,76,99,4.95,RU,1702244287
211,gadzhiyevo,69.2551,33.3362,260.82,86,96,8.06,RU,1702244486
212,la gi,10.6667,107.7833,296.05,85,98,4.42,VN,1702244486
213,wanning,18.8003,110.3967,295.59,91,83,1.9,CN,1702244487
214,iwanai,42.9744,140.5089,270.57,69,100,7.68,JP,1702244487
215,mhamid,29.82,-5.72,290.58,35,2,2.07,MA,1702244487
216,wronki,52.7105,16.3804,278.49,94,100,4.67,PL,1702244488
217,belyy yar,53.6039,91.3903,243.09,76,20,1.0,RU,1702244488
218,ulsteinvik,62.3432,5.8487,276.22,90,47,0.45,NO,1702244313
219,bereznik,62.8551,42.7072,257.95,92,100,5.3,RU,1702244489
220,bykovo,55.6361,38.0803,264.38,88,75,6.0,RU,1702244489
221,susuman,62.7833,148.1667,250.94,99,97,2.54,RU,1702244490
222,sydney mines,46.2367,-60.2177,278.71,79,75,4.63,CA,1702244490
223,maputo,-25.9653,32.5892,294.97,94,75,4.63,MZ,1702244490
224,al ain city,24.1917,55.7606,291.94,63,0,2.57,AE,1702244490
225,morehead city,34.7229,-76.726,293.18,87,100,7.15,US,1702244491
226,alesund,62.4723,6.1549,276.23,81,0,5.14,NO,1702244491
227,carnarvon,-24.8667,113.6333,298.3,25,0,8.08,AU,1702244491
228,villa dolores,-31.9459,-65.1896,304.68,26,5,2.21,AR,1702244492
229,fayroz koh,34.5195,65.2509,273.68,36,0,1.81,AF,1702244492
230,palmer,42.1584,-72.3287,288.07,86,100,1.79,US,1702244492
231,enewetak,11.3474,162.3373,300.84,76,98,7.78,MH,1702244492
232,badiyah,22.45,58.8,291.56,51,6,1.87,OM,1702244493
233,bacon,13.0378,124.0411,299.68,84,99,3.18,PH,1702244493
234,vidyayevo,69.3191,32.8049,259.88,88,92,6.96,RU,1702244494
235,kone,-21.0595,164.8658,300.98,45,98,3.1,NC,1702244466
236,ketchikan,55.3422,-131.6461,278.14,81,0,2.06,US,1702244495
237,kidal,18.4411,1.4078,293.46,18,1,6.7,ML,1702244495
238,westport,41.1415,-73.3579,288.41,93,100,6.17,US,1702244496
239,lethem,3.3803,-59.7968,305.18,58,20,5.14,GY,1702244496
240,erdenet,49.0333,104.0833,249.7,97,100,0.16,MN,1702244496
241,bonthe,7.5264,-12.505,300.15,79,54,3.39,SL,1702244314
242,huanggang,23.677,116.9996,293.09,85,66,0.58,CN,1702244497
243,selebi-phikwe,-21.979,27.8498,292.75,92,100,3.65,BW,1702244497
244,viedma,-40.8135,-62.9967,300.5,23,6,9.5,AR,1702244311
245,whitehorse,60.7161,-135.0538,258.04,84,75,1.03,CA,1702244497
246,keflavik,64.0049,-22.5624,274.39,93,75,5.66,IS,1702244498
247,fisterra,42.9049,-9.2629,291.49,85,100,10.47,ES,1702244498
248,namibe,-15.1961,12.1522,295.98,76,81,2.28,AO,1702244285
249,thinadhoo,0.5333,72.9333,301.01,76,100,2.46,MV,1702244498
250,paradip garh,20.3167,86.6167,293.16,55,0,3.27,IN,1702244499
251,clovis,36.8252,-119.7029,292.51,46,75,0.89,US,1702244294
252,halifax,44.6453,-63.5724,281.05,95,96,0.45,CA,1702244446
253,harper,4.375,-7.7169,299.96,82,26,3.07,LR,1702244499
254,brookings,44.3114,-96.7984,273.4,81,100,1.26,US,1702244500
255,changji,44.0167,87.3167,265.59,93,100,2.0,CN,1702244500
256,castillos,-34.1667,-53.8333,291.27,84,12,3.8,UY,1702244328
257,port isabel,26.0734,-97.2086,292.17,27,0,7.72,US,1702244501
258,nuuk,64.1835,-51.7216,271.49,69,99,5.66,GL,1702244276
259,howrah,22.5892,88.3103,290.15,82,0,0.0,IN,1702244501
260,promyshlennaya,54.9159,85.6385,243.68,100,49,0.89,RU,1702244502
261,pokrovsk,48.282,37.1758,272.91,88,100,4.99,UA,1702244502
262,praia da vitoria,38.7333,-27.0667,291.35,82,20,5.35,PT,1702244502
263,martinsicuro,42.8811,13.9145,284.0,82,28,2.86,IT,1702244502
264,kayangel,8.0823,134.7173,301.79,78,76,6.64,PW,1702244503
265,prainha,-1.8,-53.48,300.88,69,99,1.15,BR,1702244503
266,papao,-17.75,-149.55,303.97,83,70,12.46,PF,1702244503
267,chipinge,-20.1883,32.6236,292.94,92,61,2.89,ZW,1702244504
268,pandharpur,17.6667,75.3333,293.81,60,15,3.58,IN,1702244504
269,saipan,15.1355,145.701,299.54,83,20,4.63,MP,1702244504
270,kulhudhuffushi,6.6221,73.07,301.5,78,96,5.14,MV,1702244504
271,olinda,-8.0089,-34.8553,301.0,69,75,2.06,BR,1702244292
272,malvan,16.0667,73.4667,298.9,71,13,3.31,IN,1702244505
273,aberdeen,57.1437,-2.0981,279.42,94,75,2.57,GB,1702244439
274,tiksi,71.6872,128.8694,248.13,100,100,1.83,RU,1702244505
275,mizhhirya,48.5246,23.5056,272.84,99,100,1.64,UA,1702244506
276,laoang,12.5,125.0167,297.85,92,100,1.5,PH,1702244506
277,slave lake,55.2834,-114.769,272.14,80,20,6.69,CA,1702244383
278,boyolangu,-8.1181,111.8935,297.54,87,95,1.76,ID,1702244507
279,la passe,45.5549,-0.8967,288.28,95,100,9.91,FR,1702244295
280,valdez,1.2492,-78.9831,299.55,85,57,5.24,EC,1702244321
281,atafu village,-8.5421,-172.5159,301.68,79,96,6.98,TK,1702244507
282,lago da pedra,-4.3333,-45.1667,297.39,94,81,1.75,BR,1702244508
283,nouadhibou,20.931,-17.0347,295.14,56,1,4.12,MR,1702244508
284,hargeysa,9.56,44.065,287.98,87,4,3.63,SO,1702244508
285,eijsden,50.78,5.7177,284.75,88,91,8.75,NL,1702244508
286,cidade velha,14.9167,-23.6167,298.41,69,0,4.63,CV,1702244509
287,cascais,38.6979,-9.4215,290.89,97,3,4.02,PT,1702244509
288,island harbour,50.724,-1.2758,285.33,85,0,4.47,GB,1702244509
289,cuajinicuilapa,16.4667,-98.4167,304.25,53,100,3.51,MX,1702244510
290,tazovsky,67.4667,78.7,246.06,96,100,4.61,RU,1702244510
291,garachico,28.7781,-17.7646,292.86,83,0,2.57,ES,1702244510
292,colchani,-20.3,-66.9333,286.79,52,74,9.52,BO,1702244510
293,vilyuysk,63.7553,121.6247,243.87,97,100,3.36,RU,1702244296
294,trujillo,-8.116,-79.03,295.13,73,0,5.66,PE,1702244330
295,oranjemund,-28.55,16.4333,289.36,91,0,3.91,NA,1702244511
296,ratnagiri,16.9833,73.3,298.02,69,22,2.16,IN,1702244511
297,tual,-5.6667,132.75,302.05,75,96,6.23,ID,1702244512
298,tarawa,1.419,172.984,302.2,89,75,2.57,KI,1702244512
299,kodiak,57.79,-152.4072,276.88,93,100,8.23,US,1702244512
300,totness,5.8833,-56.3167,299.19,85,45,3.72,SR,1702244512
301,dubbo,-32.25,148.6167,299.22,53,69,3.6,AU,1702244299
302,stockerau,48.383,16.1996,276.69,83,0,2.06,AT,1702244513
303,touros,-5.1989,-35.4608,299.55,69,52,5.08,BR,1702244513
304,ptolemaida,40.5147,21.6786,277.2,90,83,1.84,GR,1702244514
305,pangody,65.85,74.4859,240.78,97,83,3.64,RU,1702244514
306,qeshm,26.9581,56.2719,290.09,54,51,0.93,IR,1702244514
307,shenjiamen,29.9576,122.298,287.89,96,54,4.06,CN,1702244514
308,roata de jos,44.4108,25.5433,274.64,82,99,2.53,RO,1702244515
309,khandyga,62.6667,135.6,239.65,99,100,1.14,RU,1702244284
310,tianchang,37.9981,114.0156,268.72,97,100,1.44,CN,1702244234
311,mejit,10.2753,170.8646,300.76,74,100,8.9,MH,1702244515
312,atherton,53.5237,-2.4935,283.9,91,100,1.34,GB,1702244295
313,nar'yan-mar,67.6713,53.087,250.43,91,98,4.92,RU,1702244516
314,bereket,39.2446,55.5154,282.93,55,15,3.38,TM,1702244517
315,bintulu,3.1667,113.0333,298.38,94,40,2.57,MY,1702244517
316,zhuanghe,39.7008,122.9911,270.08,27,100,5.56,CN,1702244517
317,lihue,21.9789,-159.3672,299.92,76,20,4.63,US,1702244517
318,puerto santa,-8.9906,-78.6456,294.42,79,10,5.16,PE,1702244518
319,aragarcas,-15.8975,-52.2508,307.51,59,100,3.09,BR,1702244518
320,midvagur,62.0511,-7.1939,280.61,87,100,5.14,FO,1702244519
321,mariental,-24.6333,17.9667,295.99,10,0,7.26,NA,1702244519
322,itaituba,-4.2761,-55.9836,302.24,65,20,3.09,BR,1702244519
323,barah,13.7,30.3667,295.89,13,3,3.98,SD,1702244520
324,gua musang,4.8823,101.9644,295.78,99,84,0.6,MY,1702244520
325,sos'va,59.1766,61.8558,238.18,99,6,1.79,RU,1702244520
326,broome,42.2506,-75.833,281.36,96,100,3.09,US,1702244521
327,selfoss,63.9331,-20.9971,272.62,78,100,1.86,IS,1702244521
328,timmins,48.4669,-81.3331,268.05,86,75,5.14,CA,1702244383
329,ha tinh,18.3333,105.9,294.73,94,5,0.5,VN,1702244523
330,hadithah,34.1397,42.3781,289.06,62,99,1.28,IQ,1702244524
331,paphos,34.7667,32.4167,288.03,63,0,3.09,CY,1702244525
332,murang'a,-0.7167,37.15,289.46,93,95,1.06,KE,1702244526
333,hadibu,12.65,54.0333,297.88,71,45,5.18,YE,1702244526
334,severo-yeniseyskiy,60.3725,93.0408,234.58,100,70,0.45,RU,1702244528
335,muang khong,14.1167,105.85,294.51,84,82,1.34,LA,1702244529
336,guiuan,11.0333,125.7247,301.06,79,100,6.25,PH,1702244530
337,astravyets,54.6138,25.9554,269.82,93,100,5.12,BY,1702244531
338,aitape,-3.1374,142.3475,299.61,85,97,1.7,PG,1702244531
339,fortaleza,-3.7227,-38.5247,302.08,75,40,6.17,BR,1702244338
340,sungai raya,0.7,108.9,298.25,90,100,0.96,ID,1702244532
341,contai,21.7786,87.7536,289.73,40,0,3.02,IN,1702244532
342,vanimo,-2.6741,141.3028,299.64,85,95,1.89,PG,1702244533
343,jamestown,42.097,-79.2353,277.92,80,100,3.09,US,1702244280
344,wau,7.7029,27.9953,300.63,26,6,0.91,SS,1702244534
345,shache,38.4167,77.2406,272.48,49,32,2.25,CN,1702244534
346,mawlamyinegyunn,16.3833,95.2667,295.77,84,5,2.53,MM,1702244535
347,katagum,12.2867,10.3527,294.61,24,70,4.79,NG,1702244535
348,lorengau,-2.0226,147.2712,300.83,83,98,6.22,PG,1702244535
349,talnakh,69.4865,88.3972,246.04,99,100,4.11,RU,1702244536
350,swift current,50.2834,-107.8014,274.6,55,0,7.2,CA,1702244536
351,saint-philippe,-21.3585,55.7679,297.92,87,88,5.73,RE,1702244537
352,niamey,13.5137,2.1098,299.31,12,58,3.09,NE,1702244537
353,batac city,18.0554,120.5649,298.03,88,75,2.06,PH,1702244538
354,kalaoa,19.7286,-155.9817,301.34,69,20,4.63,US,1702244538
355,novokubansk,45.117,41.0267,277.08,88,79,4.29,RU,1702244539
356,cheat lake,39.672,-79.8534,279.49,93,100,1.54,US,1702244539
357,beloyarskiy,63.7119,66.6722,238.15,100,27,1.34,RU,1702244540
358,chivhu,-19.0211,30.8922,294.93,57,68,3.94,ZW,1702244540
359,sao joao da barra,-21.6403,-41.0511,298.2,79,28,3.17,BR,1702244326
360,pimentel,-6.8367,-79.9342,297.31,64,0,9.77,PE,1702244541
361,san andres,12.5847,-81.7006,304.16,74,20,4.12,CO,1702244541
362,nurlat,54.4277,50.8051,248.62,90,100,2.62,RU,1702244542
363,korla,41.7597,86.1469,269.42,62,13,0.9,CN,1702244542
364,fereydun kenar,36.6864,52.5225,290.09,80,0,3.92,IR,1702244543
365,lysekil,58.2743,11.4358,274.32,89,100,9.31,SE,1702244543
366,muravlenko,63.7898,74.523,235.21,100,26,1.48,RU,1702244409
367,tacna,-18.0056,-70.2483,295.26,56,75,4.63,PE,1702244390
368,youssoufia,32.2463,-8.5294,292.64,33,5,1.35,MA,1702244545
369,wuwei,37.9281,102.6414,270.78,47,84,0.97,CN,1702244545
370,ivdel',60.6911,60.4206,239.83,100,83,0.45,RU,1702244545
371,fulshear,29.69,-95.8997,289.13,33,0,5.14,US,1702244546
372,khovd,48.0056,91.6419,256.12,85,31,0.47,MN,1702244546
373,lhokseumawe,5.1801,97.1507,298.87,85,100,0.94,ID,1702244547
374,grenada,37.1882,-3.6067,279.35,100,0,0.51,ES,1702244548
375,mahenge,-8.6833,36.7167,291.06,97,99,0.56,TZ,1702244548
376,taulaga,-11.0553,-171.0883,300.97,77,100,6.67,AS,1702244548
377,porto novo,6.4965,2.6036,302.05,83,3,3.07,BJ,1702244549
378,teuva,62.4819,21.7416,261.05,98,84,1.81,FI,1702244549
379,springbok,-29.6643,17.8865,289.26,45,0,2.1,ZA,1702244550
380,manokwari,-0.8667,134.0833,299.22,79,100,2.3,ID,1702244297
381,as suwayq,23.8494,57.4386,296.08,55,5,2.18,OM,1702244550
382,tsiombe,-25.3,45.4833,297.27,92,41,0.89,MG,1702244551
383,vila franca do campo,37.7167,-25.4333,291.42,99,100,4.23,PT,1702244551
384,koungheul,13.9833,-14.8,300.29,14,10,3.77,SN,1702244552
385,rio grande,-32.035,-52.0986,296.21,85,90,8.12,BR,1702244552
386,fort st. john,56.2499,-120.8529,275.09,55,75,5.66,CA,1702244261
387,vorgashor,67.5833,63.95,248.22,100,100,3.04,RU,1702244553
388,puerto baquerizo moreno,-0.9,-89.6,300.7,69,20,7.2,EC,1702244553
389,muynoq,43.7683,59.0214,272.3,69,100,8.98,UZ,1702244554
390,sterling,39.0062,-77.4286,289.76,97,100,0.0,US,1702244554
391,yazd,31.8972,54.3675,283.21,32,0,2.06,IR,1702244554
392,taroa,8.7058,171.2275,300.82,80,52,9.56,MH,1702244555
393,san patricio,28.017,-97.5169,290.29,18,0,4.9,US,1702244280
394,vilyuchinsk,52.9306,158.4028,275.3,99,100,4.46,RU,1702244556
395,buenos aires,-34.6132,-58.3772,300.36,42,20,5.14,AR,1702244415
396,berezovyy,51.6667,135.7,248.92,65,13,3.5,RU,1702244556
397,arteche,12.2645,125.4048,298.88,88,100,3.96,PH,1702244557
398,mora,11.0461,14.1401,293.15,30,1,2.08,CM,1702244557
399,verkhniye tatyshly,56.2912,55.8575,243.83,99,14,3.08,RU,1702244558
400,smithers,54.7804,-127.1743,270.33,86,75,1.54,CA,1702244558
401,kristinestad,62.2743,21.376,262.72,97,92,2.6,FI,1702244559
402,kindu,-2.95,25.95,294.12,98,100,0.38,CD,1702244559
403,derzhavinsk,51.1,66.3167,247.23,95,59,4.47,KZ,1702244559
404,hammerfest,70.6634,23.6821,268.4,68,0,6.17,NO,1702244560
405,puerto varas,-41.3195,-72.9854,292.27,55,0,6.69,CL,1702244560
406,chatham,51.3789,0.5279,285.31,72,10,4.92,GB,1702244560
407,palikir - national government center,6.9248,158.1611,300.62,78,75,5.14,FM,1702244561
408,horta,38.5333,-28.6333,290.95,77,40,8.94,PT,1702244561
409,brecon,51.9461,-3.3889,283.41,86,99,13.74,GB,1702244562
410,koungou,-12.7336,45.2042,301.99,79,75,8.23,YT,1702244562
411,point pedro,9.8167,80.2333,299.99,80,100,6.36,LK,1702244562
412,valparaiso,-33.0393,-71.6273,293.41,69,75,8.23,CL,1702244512
413,santo antonio,-6.3106,-35.4789,298.34,67,17,4.63,BR,1702244563
414,teknaf,20.8624,92.3058,291.52,80,47,3.8,BD,1702244563
415,bikenibeu village,1.3673,173.1241,302.13,89,75,2.57,KI,1702244563
416,ouadda,8.0777,22.4007,296.05,41,97,0.92,CF,1702244564
417,amga,60.8953,131.9608,245.32,91,100,3.93,RU,1702244564
418,sapele,5.8941,5.6767,300.65,79,74,1.69,NG,1702244564
419,san luis de la loma,17.2706,-100.8939,301.87,65,99,2.12,MX,1702244565
420,sorong,-0.8833,131.25,300.55,79,100,1.1,ID,1702244565
421,balsas,-7.5325,-46.0356,300.02,68,82,1.5,BR,1702244479
422,al khawr,25.7667,51.3167,293.99,72,72,4.13,QA,1702244565
423,alekseyevka,50.6309,38.6903,269.35,94,100,5.05,RU,1702244566
